Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
0368,2020,2,Male,18,18,BKK,Urban,Apartment,82,Wifi,14000,Vocational School,BKK,BKK3,2.75,3.25,2.75,2.25,4,Alone,Together,Vocational,Bachelor,Father,Private,Private,570000,2.5,3,3.5,3,2.5,2,2.5,2.5,2,2,1.5,2.52,No,No,Medium
0369,2020,2,Female,18,0,S,Urban,Home,43,Mobile,4000,High School,BKK,BKK1,2.75,2.25,3.25,2.25,3,Parents,Together,Bachelor,Master,Father,Business,Public,160000,2.5,3,3,3,3,1,3,2.5,0.5,3,3.5,2.61,No,Yes,High
0370,2020,2,Male,18,3,E,Urban,Apartment,44,Wifi,6000,High School,E,E6,2,3,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Private,Private,250000,2,2,2,2.5,2,2,2.5,2.5,1.5,1,2,2.12,No,No,Medium
0371,2020,1,Male,18,18,BKK,Urban,Home,18,Wifi,8000,Vocational School,BKK,BKK6,1.75,2.25,2,1.75,4,Parents,Together,Primary,High School,Father,Freelance,Public,330000,1.5,1,1.5,2,1.5,1,2,1.5,1,0.5,1,1.7,No,No,Medium
0372,2020,1,Female,20,20,BKK,Urban,Apartment,90,Wifi,11000,Vocational School,BKK,BKK4,3.25,3.5,3.25,3,3,Alone,Together,High School,Primary,Father,Private,Public,1020000,3,3,3,3.5,4,4,3,3,2,3.5,3.5,3.32,Yes,No,Medium
0373,2020,2,Male,18,18,BKK,Urban,Apartment,31,Mobile,9000,Vocational School,BKK,BKK6,2,2,3,2,3,Roommates,Together,High School,High School,Father,Private,Public,350000,2,2,2,2.5,2,0.5,2.5,2,2,2.5,3.5,2.38,No,No,Medium
0374,2020,2,Female,18,18,BKK,Urban,Home,120,Wifi,5000,High School,BKK,BKK8,3,2.75,1.75,2.5,3,Parents,Together,High School,Primary,Father,Private,Public,280000,3,3.5,4,3.5,4,1,3,3,2,2,3,2.85,Yes,Yes,Medium
0375,2020,2,Male,18,18,BKK,Urban,Home,55,Wifi,15000,High School,BKK,BKK8,3.5,3,3,3.5,3,Parents,Together,Bachelor,Master,Father,Business,Freelance,940000,3,3,4,3.5,2.5,2.5,4,3,3.5,2.5,1,3.12,No,No,Low
0376,2020,1,Male,18,18,BKK,Urban,Home,66,Wifi,15000,Vocational School,BKK,BKK6,3.5,3.5,3,3,4,Parents,Together,Bachelor,Bachelor,Father,Private,Public,1510000,3,2.5,2,3.5,3.5,4,3,3.5,2,3,2,2.85,No,No,High
0377,2020,3,Male,18,0,S,Rural,Apartment,11,Wifi,15000,High School,S,S7,3.25,3.25,3,3,4,Alone,Together,Bachelor,Master,Father,Private,Freelance,1850000,3,3.5,4,3.5,4,2.5,4,3,2.5,4,3.5,3.5,Yes,No,Medium
0378,2020,2,Female,18,0,E,Urban,Apartment,71,Wifi,6000,High School,E,E8,1.75,2,2,1.75,3,Roommates,Apart,Bachelor,Bachelor,Mother,Private,Private,240000,1.5,1.5,2.5,2,2,0.5,2,1.5,1,2,2,2.1,No,No,High
0379,2019,2,Female,18,18,BKK,Urban,Apartment,69,Wifi,15000,Vocational School,BKK,BKK4,2.5,3,2.5,2.75,3,Alone,Apart,Bachelor,Bachelor,Mother,Business,Private,1750000,2.5,2,2.5,3,4,2.5,2.5,2.5,2.5,3.5,2.5,2.84,No,No,Medium
0380,2019,2,Male,18,3,E,Urban,Apartment,57,Wifi,10000,High School,BKK,BKK10,3.5,3.75,3.75,3.25,4,Roommates,Together,Vocational,Bachelor,Mother,Private,Private,1190000,3,3,3,3.5,2,3.5,3.5,3,3,3,1,2.79,Yes,No,Medium
0381,2019,1,Male,18,18,BKK,Urban,Apartment,14,Wifi,12000,Vocational School,BKK,BKK9,3,3.5,3.5,3.25,3,Alone,Together,High School,Vocational,Father,Private,Freelance,1470000,2.5,2,3,3,3,2,3,2.5,3,3,3.5,2.78,No,No,No
0382,2019,3,Female,18,18,BKK,Urban,Home,16,Wifi,6000,High School,BKK,BKK4,2.25,1.75,1.75,2.75,3,Parents,Together,Bachelor,Master,Mother,Freelance,Business,220000,2,1.5,2.5,2.5,2.5,2,2,3,1,2.5,1,2.39,No,No,Medium
0383,2019,3,Female,18,0,E,Urban,Apartment,57,Wifi,12000,High School,E,E9,2.5,2.75,2.75,2.25,3,Alone,Together,Bachelor,Bachelor,Father,Private,Freelance,1460000,2.5,2.5,2.5,3,3,0.5,2.5,3,1.5,3,3,2.76,No,No,No
0384,2019,2,Male,18,0,E,Urban,Apartment,73,Mobile,7000,High School,E,E6,3.5,3,3,2.75,3,Alone,Together,High School,Primary,Mother,Public,Private,280000,2.5,2.5,2.5,3,3,1,3,2,1,2,3.5,2.66,No,No,Low
0385,2019,2,Female,18,18,BKK,Urban,Home,56,Wifi,5000,Vocational School,BKK,BKK2,2,2.5,1.75,2,3,Parents,Together,High School,Primary,Mother,Public,Private,210000,2,3,3,2.5,2.5,0,2.5,2,1.5,2.5,0.5,2.2,No,No,High
0386,2019,3,Male,18,0,S,Urban,Apartment,19,Wifi,14000,Vocational School,S,S9,3.5,3.75,3.75,3,3,Roommates,Together,Vocational,High School,Mother,Private,Freelance,1430000,3,2,2.5,3.5,3,2,3.5,3.5,2,3.5,0,2.71,No,No,No
0387,2019,2,Male,18,0,NE,Rural,Home,84,Wifi,4000,High School,NE,NE3,1.75,1.75,1.75,1.75,3,Parents,Together,Vocational,Vocational,Father,Public,Public,150000,1.5,2,2,2,2.5,2.5,1.5,1,1,3,3.5,2.35,No,Yes,High
0388,2019,1,Female,18,18,BKK,Urban,Apartment,7,Wifi,8000,Vocational School,BKK,BKK3,3,3.5,3.5,1.5,2,Roommates,Apart,Bachelor,Master,Father,Freelance,Freelance,300000,2.5,2.5,3,3,3,0.5,2.5,2.5,2,3.5,4,2.82,Yes,No,Medium
0389,2019,3,Male,18,0,E,Urban,Apartment,12,Mobile,6000,High School,E,E4,2,2.5,1.75,2,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,220000,2,2,2,2.5,4,1,2,2,1.5,2.5,1.5,2.21,No,No,No
0390,2019,2,Female,18,0,S,Rural,Apartment,57,Wifi,14000,High School,S,S7,3.5,3,3.25,2,2,Alone,Apart,Bachelor,Bachelor,Mother,Freelance,Private,1090000,3,3.5,4,3.5,4,3,3.5,3.5,3,3,4,3.54,Yes,No,High
0391,2019,3,Male,18,0,E,Urban,Apartment,20,Wifi,12000,High School,E,E9,2.75,2.75,3,2.75,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Freelance,1490000,2.5,2,2,3,3,2,3,2.5,2,2.5,3,2.7,No,No,Medium
0392,2019,2,Male,18,18,BKK,Urban,Home,64,Wifi,12000,High School,BKK,BKK5,2.75,2.25,2.25,2.25,3,Parents,Together,Bachelor,Bachelor,Father,Private,Business,1430000,2.5,2.5,2.5,3,3,2.5,2.5,3,1,2,2.5,2.62,No,No,High
0393,2019,2,Female,18,3,S,Rural,Apartment,28,Mobile,7000,High School,BKK,BKK5,2.5,2.75,2.25,2.75,3,Roommates,Together,Bachelor,Master,Father,Public,Private,280000,2.5,2.5,3.5,3,2.5,2,3.5,2.5,0.5,2.5,2,2.5,No,No,Medium
0394,2019,3,Male,18,0,E,Rural,Apartment,65,Wifi,7000,High School,E,E10,3,2.5,3.25,2.75,4,Alone,Together,Vocational,Vocational,Father,Private,Private,880000,2.5,2,2.5,3,3.5,1,3.5,3,1.5,4,1,2.79,No,No,Medium
0395,2019,2,Female,18,18,BKK,Urban,Home,21,Wifi,12000,High School,BKK,BKK8,1.5,1.75,3.5,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,490000,1,0.5,1,1.5,1,1,1.5,1.5,0.5,1.5,3,1.53,No,No,Low
0396,2019,2,Female,18,18,BKK,Urban,Apartment,28,Wifi,13000,Vocational School,BKK,BKK2,1.75,2.25,3,3,3,Alone,Together,Bachelor,Vocational,Mother,Business,Freelance,1020000,1.5,1.5,2,2,2.5,0.5,2.5,1,0,2,2,1.85,No,No,High
0397,2019,2,Female,18,0,NE,Urban,Apartment,65,Mobile,9000,High School,NE,NE10,2.75,3.25,2.25,3,3,Roommates,Together,Vocational,Vocational,Father,Business,Business,370000,2,2.5,3.5,2.5,2,0,2.5,1.5,1.5,2,3,2.4,No,No,High
0398,2019,2,Female,18,18,BKK,Urban,Apartment,36,Wifi,12000,Vocational School,BKK,BKK1,2.5,2.75,2.5,2,3,Roommates,Apart,Vocational,Vocational,Mother,Private,Private,1390000,2.5,3,3.5,3,2.5,1.5,2.5,2.5,1.5,3,2.5,2.54,No,No,Medium
0399,2019,1,Female,19,19,BKK,Urban,Home,60,Mobile,12000,Vocational School,BKK,BKK2,3.25,2.75,3,3.75,3,Parents,Together,High School,Primary,Mother,Business,Business,1480000,3,2,3,3.5,3,1,3,2,3.5,3,4,2.95,No,No,Medium
0400,2019,3,Female,18,0,S,Urban,Apartment,75,Mobile,4000,High School,S,S4,1.5,1.75,2,1.5,3,Alone,Together,Bachelor,Vocational,Father,Private,Business,150000,1,1,1,1.5,2,0.5,0.5,1,0.5,1,1.5,1.56,No,No,Medium
0401,2019,2,Female,18,3,BKK,Urban,Home,85,Mobile,11000,High School,BKK,BKK6,2.5,2,2.5,1.5,3,Parents,Together,Vocational,High School,Father,Business,Business,1360000,2,2.5,3,2.5,3.5,1,2.5,2.5,2,2,1,2.51,No,No,Low
0402,2019,2,Female,18,18,BKK,Urban,Home,73,Mobile,6000,Vocational School,BKK,BKK8,2.25,2,1.75,2.75,3,Parents,Together,Primary,Primary,Father,Business,Public,540000,2,3,3.5,2.5,2,0.5,2.5,3,0.5,2,1,2.33,No,No,Low
0403,2019,2,Female,19,19,BKK,Urban,Apartment,62,Mobile,13000,Vocational School,BKK,BKK8,1.75,2.25,2.25,2,4,Alone,Together,Primary,High School,Mother,Public,Private,500000,1.5,1,1.5,2,1.5,1.5,1.5,2.5,2.5,2,4,2.28,No,No,High
0404,2019,2,Male,18,18,BKK,Urban,Home,39,Wifi,11000,High School,BKK,BKK4,2.5,2.5,2.25,2.25,4,Parents,Together,Bachelor,Vocational,Father,Business,Freelance,1340000,2.5,2,1.5,3,3,2.5,2.5,2,2.5,3,2,2.5,No,No,Low
0405,2019,2,Female,18,18,BKK,Urban,Apartment,116,Wifi,11000,High School,BKK,BKK2,2.75,1.75,2.75,3.25,3,Alone,Together,Vocational,Vocational,Father,Public,Private,1290000,2.5,2.5,2.5,3,2.5,1.5,2,2.5,0.5,3,3.5,2.47,No,No,No
0406,2019,3,Male,18,18,BKK,Urban,Home,68,Wifi,5000,High School,BKK,BKK9,3,3.5,1.5,3.25,3,Parents,Together,High School,Vocational,Father,Private,Public,320000,2.5,1.5,2,3,3.5,0.5,2.5,3.5,1.5,3.5,2,2.59,No,No,Low
0407,2019,2,Female,18,18,BKK,Urban,Home,32,Wifi,7000,Vocational School,BKK,BKK1,1.5,2,1.75,1.75,3,Mom or Dad,Apart,Bachelor,Vocational,Mother,Public,Private,340000,1,0.5,1,1.5,1,1,0.5,1.5,1,0.5,2,1.52,No,No,Low
0408,2019,2,Female,18,3,BKK,Urban,Home,35,Wifi,15000,Vocational School,BKK,BKK3,3,2.75,3,2.5,3,Parents,Together,Vocational,Bachelor,Father,Freelance,Freelance,1370000,2.5,2,2.5,3,2.5,3,2.5,2,2,2.5,3,2.58,No,No,Low
0409,2019,2,Male,18,3,BKK,Urban,Home,53,Wifi,8000,Vocational School,BKK,BKK5,1.75,2.25,2,3.25,4,Parents,Together,Vocational,High School,Father,Private,Public,320000,1.5,1.5,2,2,2,1,2.5,1.5,2,1.5,2.5,2.2,No,Yes,Medium
0410,2019,3,Male,18,0,S,Rural,Apartment,42,Wifi,11000,High School,S,S1,2.25,2.25,2,2,2,Alone,Apart,Bachelor,Vocational,Mother,Business,Business,1350000,2,2,1.5,2.5,3,2.5,2,2,1,2,1.5,2.31,No,No,No
0411,2019,2,Female,18,3,BKK,Urban,Home,52,Wifi,4000,Vocational School,BKK,BKK4,1.75,2,1.75,1.75,3,Parents,Together,Bachelor,Vocational,Mother,Public,Private,380000,1.5,2,2.5,2,2,1.5,2,2,1.5,1,3.5,2.24,No,No,High
0412,2019,1,Male,18,18,BKK,Urban,Home,6,Wifi,10000,Vocational School,BKK,BKK10,3.25,3,2.75,2.25,3,Parents,Together,Bachelor,Vocational,Father,Public,Private,820000,3,2.5,2,3.5,2.5,3,4,3,2,3.5,1,2.86,No,Yes,Low
0413,2019,2,Male,18,18,BKK,Urban,Home,19,Wifi,15000,High School,BKK,BKK4,3,3.5,2.75,2.75,3,Parents,Together,High School,Vocational,Mother,Business,Freelance,1580000,3,3,3.5,3.5,4,3.5,3.5,3,2,3,2.5,3.15,No,No,High
0414,2019,1,Female,18,18,BKK,Urban,Apartment,24,Mobile,10000,Vocational School,BKK,BKK7,2.75,3.25,3,2.75,3,Alone,Together,Vocational,Bachelor,Mother,Business,Business,570000,3,4,3.5,3.5,3,1.5,3,3,2,3.5,2,3,Yes,No,High
0415,2019,3,Female,18,0,S,Rural,Apartment,28,Mobile,9000,High School,BKK,BKK6,2,3.25,2,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Business,Public,360000,1.5,1,2,2,1.5,1.5,2,2,0,1.5,0,1.62,No,No,High
0416,2019,1,Male,18,18,BKK,Urban,Home,25,Wifi,11000,Vocational School,BKK,BKK6,3,2.75,3,2.75,3,Parents,Together,Vocational,Bachelor,Father,Business,Private,450000,3,3.5,4,3.5,4,1.5,2.5,3,2,3.5,3,3.17,No,No,Low
0417,2019,2,Male,18,18,BKK,Urban,Apartment,60,Mobile,5000,High School,BKK,BKK6,2,1.75,2,1.75,4,Roommates,Together,High School,High School,Father,Private,Business,640000,1.5,1.5,2,2,2,1.5,1.5,1,1.5,2,4,2.22,No,No,High
0418,2019,2,Male,18,0,S,Urban,Apartment,93,Mobile,7000,High School,S,S10,1.75,1.75,1.75,1.75,3,Alone,Together,Vocational,Bachelor,Father,Public,Private,350000,1.5,1.5,2,2,2,0,1.5,1,1,1.5,2.5,1.87,No,No,Medium
0419,2019,3,Male,18,0,E,Urban,Apartment,70,Mobile,8000,High School,E,E3,2.25,3.25,2.25,2.75,3,Alone,Together,High School,Primary,Father,Private,Public,640000,2,2.5,3,2.5,2.5,1,2,3,2,2,0.5,2.4,No,No,Low
0420,2019,2,Female,18,18,BKK,Urban,Home,79,Mobile,4000,Vocational School,BKK,BKK6,2.5,2,2.75,2.25,3,Parents,Together,High School,High School,Father,Private,Freelance,490000,2.5,2,2,3,3,2,2,2,2.5,2.5,3,2.72,No,No,High
0421,2019,2,Male,19,19,BKK,Urban,Apartment,25,Wifi,12000,High School,BKK,BKK1,3.25,3,3.5,2.75,3,Alone,Together,Vocational,Vocational,Father,Freelance,Public,1490000,3,2,2.5,3.5,3.5,1.5,3.5,3.5,2,3,2,2.9,Yes,No,High
0422,2019,2,Female,18,18,BKK,Urban,Apartment,70,Wifi,13000,Vocational School,BKK,BKK1,3,3.25,3.25,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1570000,2.5,2.5,3,3,3,3,3,2.5,2.5,2,2,2.9,No,No,Low
0423,2019,2,Male,18,3,BKK,Urban,Home,78,Wifi,6000,Vocational School,BKK,BKK4,2.5,2.5,2.5,2,3,Parents,Together,Bachelor,Vocational,Mother,Public,Business,230000,2,1.5,1.5,2.5,2.5,1,2,1.5,0,1,3,1.96,No,No,Medium
0424,2019,2,Female,18,0,E,Urban,Apartment,71,Wifi,11000,High School,BKK,BKK9,3.25,3,2.75,3.5,4,Alone,Together,High School,Vocational,Father,Public,Business,1320000,3.5,3.5,4,4,3.5,3,3.5,3.5,3,3,2.5,3.41,Yes,No,High
0425,2019,2,Female,18,0,S,Urban,Apartment,42,Mobile,12000,High School,S,S7,2.75,2.5,2.5,3,3,Alone,Together,Primary,Primary,Father,Business,Public,490000,2.5,3,3.5,3,3.5,2.5,2.5,3,2.5,3,0,2.84,No,No,Medium
0426,2019,3,Male,18,18,BKK,Urban,Home,72,Mobile,10000,High School,BKK,BKK9,1.75,1.75,1.75,2,3,Parents,Together,Bachelor,Bachelor,Father,Public,Business,400000,1.5,1,2,2,2,1,1.5,1,0.5,2,2,1.97,No,No,Medium
0427,2019,3,Male,18,0,NE,Urban,Apartment,42,Mobile,15000,High School,NE,NE6,2.75,3,2.25,2.75,3,Alone,Together,Bachelor,Master,Father,Private,Private,610000,2.5,2.5,3.5,3,3,2,3,3,2,2,1.5,2.65,No,No,No
0428,2019,3,Male,19,4,S,Rural,Apartment,66,Mobile,12000,High School,S,S10,3,3.5,3.5,2.5,3,Roommates,Together,High School,Vocational,Mother,Freelance,Public,470000,2.5,1,1,3,2.5,4,3,2.5,2,1.5,0.5,2.42,No,No,Medium
0429,2019,3,Female,18,0,S,Urban,Apartment,62,Mobile,4000,High School,BKK,BKK3,1.75,1.75,1.75,2,3,Alone,Apart,High School,High School,Father,Freelance,Business,150000,1.5,1.5,1.5,2,2,1.5,1.5,1,1,2,2,1.94,No,No,Low
0430,2019,3,Male,18,18,BKK,Urban,Home,80,Wifi,14000,High School,BKK,BKK7,3.25,3.5,2.75,3.5,4,Parents,Together,Vocational,Vocational,Father,Public,Freelance,1540000,3,2.5,2.5,3.5,3,2.5,3,3.5,3,3.5,3,2.92,No,No,High
0431,2019,3,Female,18,3,BKK,Urban,Home,86,Wifi,11000,High School,BKK,BKK10,3.5,3.75,4,3.75,3,Parents,Together,Bachelor,Vocational,Father,Public,Freelance,1300000,2.5,2,2,3,2.5,3,2.5,2.5,2,3,1.5,2.49,No,No,Medium
0432,2019,2,Male,18,0,E,Rural,Apartment,21,Wifi,13000,High School,BKK,BKK5,3.25,2.75,3.75,3.75,4,Alone,Together,Bachelor,Master,Father,Private,Freelance,1550000,3,2.5,4,3.5,3,2,3,3,3,3.5,3,3.15,No,No,Medium
0433,2019,3,Female,18,3,E,Urban,Apartment,86,Mobile,4000,High School,E,E4,3.25,3.75,3,2.75,4,Alone,Together,High School,Primary,Mother,Public,Business,150000,3,2,1.5,3.5,3,2,3,3.5,3,3.5,2,2.74,No,No,Low
0434,2019,2,Male,18,0,E,Urban,Apartment,31,Mobile,14000,High School,E,E1,2,2.5,2.5,1.75,5,Alone,Together,Bachelor,Vocational,Father,Private,Private,560000,1.5,1,0.5,2,1,3,2.5,1.5,1.5,2,3.5,2.15,No,No,High
0435,2019,3,Female,18,18,BKK,Urban,Home,80,Wifi,7000,High School,BKK,BKK9,1.75,1.75,1.75,2,3,Parents,Together,Bachelor,Vocational,Father,Business,Business,260000,2,2,2.5,2.5,1.5,1.5,1.5,1.5,0.5,2,2.5,2.09,No,No,Low
0436,2019,3,Male,19,19,BKK,Urban,Home,84,Wifi,15000,High School,BKK,BKK4,1.5,2,1.75,1.75,4,Parents,Together,Vocational,Vocational,Mother,Business,Private,710000,1.5,1.5,1,2,1.5,1,2.5,2.5,2,2,2.5,2.13,No,Yes,High
0437,2019,2,Female,18,18,BKK,Urban,Home,13,Mobile,13000,Vocational School,BKK,BKK7,2.5,2.25,2,2.75,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Business,Freelance,1250000,2,0.5,1,2.5,2,2.5,2,2,1,2.5,3.5,2.28,No,No,High
0438,2019,2,Female,18,3,BKK,Urban,Apartment,38,Mobile,5000,Vocational School,BKK,BKK7,2.75,2.5,3,2.5,2,Roommates,Apart,Bachelor,Vocational,Mother,Private,Private,200000,2.5,1,2,3,2,2,2.5,2.5,1.5,2,1,2.18,No,No,Medium
0439,2019,2,Male,18,0,S,Urban,Apartment,32,Wifi,15000,High School,S,S3,2.75,2.25,2.75,2.75,3,Alone,Together,High School,High School,Mother,Public,Private,1830000,3,2.5,3.5,3.5,3.5,3,3.5,3.5,4,3,3,3.4,No,No,Low
0440,2019,2,Female,18,3,E,Urban,Apartment,85,Wifi,15000,High School,E,E4,3,3,1.5,2.5,3,Alone,Together,High School,Vocational,Father,Private,Private,1670000,3,2,2.5,3.5,3.5,2,3,3,2.5,3.5,2,2.93,No,No,Medium
0441,2019,2,Male,19,19,BKK,Urban,Home,84,Mobile,2000,Vocational School,BKK,BKK5,2.25,1.75,2.75,2.75,3,Parents,Together,Bachelor,Master,Father,Business,Public,150000,2,2,3,2.5,2.5,2.5,2,2,1.5,2,3,2.38,No,Yes,High
0442,2019,2,Female,18,18,BKK,Urban,Home,18,Wifi,9000,Vocational School,BKK,BKK4,2.25,2.25,2.25,2,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,610000,2,1.5,1.5,2.5,1.5,2,2.5,3,2,2.5,3,2.38,No,No,No
0443,2019,3,Male,19,0,S,Rural,Apartment,56,Mobile,8000,High School,S,S10,1.75,1.75,2.25,1.75,4,Alone,Together,Bachelor,Vocational,Father,Freelance,Public,400000,1.5,1.5,1.5,2,2,0.5,1.5,2,0.5,1.5,2,1.89,No,No,High
0444,2019,1,Female,18,18,BKK,Urban,Apartment,57,Wifi,11000,Vocational School,BKK,BKK7,3.5,4,2,3.5,3,Alone,Together,Vocational,High School,Mother,Freelance,Business,1250000,3,3.5,4,3.5,3.5,2.5,3,3.5,2,3.5,2,3.21,No,No,Medium
0445,2019,2,Female,18,18,BKK,Urban,Home,52,Wifi,15000,High School,BKK,BKK5,2,2.5,2,2.25,3,Parents,Together,High School,Vocational,Mother,Public,Business,1070000,2,2.5,2.5,2.5,3,2,2.5,2,1.5,1.5,1,2.42,No,No,Medium
0446,2019,3,Male,19,0,S,Rural,Apartment,87,Mobile,5000,High School,BKK,BKK1,1.5,1.75,1.75,1.75,3,Alone,Together,Vocational,Bachelor,Father,Private,Private,200000,1.5,2,3,2,2.5,2,1,1,1,1.5,1,1.84,No,No,Medium
0447,2019,3,Male,19,0,E,Rural,Apartment,90,Mobile,8000,Vocational School,E,E3,3.5,3.25,3,3.25,3,Roommates,Together,High School,Vocational,Father,Freelance,Public,600000,3.5,3.5,4,4,4,3.5,3.5,4,3,4,3,3.61,No,No,Medium
0448,2019,2,Female,18,18,BKK,Urban,Home,79,Wifi,6000,High School,BKK,BKK9,1.75,1.75,2,1.75,4,Parents,Together,Vocational,Bachelor,Mother,Business,Public,240000,1.5,1.5,1.5,2,2.5,1.5,2,1.5,0,1,2.5,1.98,No,No,Low
0449,2019,3,Female,18,0,E,Urban,Apartment,57,Wifi,12000,High School,E,E2,3,2.75,3,3,3,Alone,Together,Vocational,Bachelor,Father,Freelance,Private,1390000,2.5,2,3,3,2,1.5,2.5,3,2,2,4,2.62,No,No,Low
0450,2019,1,Female,18,18,BKK,Urban,Home,12,Wifi,14000,Vocational School,BKK,BKK3,3.5,2.5,3,3.75,3,Parents,Together,High School,High School,Mother,Public,Freelance,1660000,3,3,2.5,3.5,3,3.5,3.5,3.5,3,3.5,2,3.11,Yes,No,Low
0451,2019,2,Male,18,18,BKK,Urban,Home,74,Mobile,3000,High School,BKK,BKK10,2.75,2.5,2.25,2.75,4,Parents,Together,Primary,High School,Mother,Freelance,Public,350000,2.5,2,2.5,3,2.5,2,2.5,2.5,2,2.5,3.5,2.52,No,No,Medium
0452,2019,2,Female,18,18,BKK,Urban,Apartment,18,Mobile,12000,High School,BKK,BKK5,3.5,3.75,3.5,4,4,Alone,Together,Bachelor,Vocational,Mother,Private,Business,600000,3,2.5,2.5,3.5,3.5,1,3.5,3,2,3.5,2.5,2.95,No,No,High
0453,2019,2,Female,18,3,E,Urban,Apartment,27,Wifi,12000,High School,E,E1,3.25,3.5,1.5,3.75,3,Alone,Together,High School,Vocational,Mother,Private,Private,1220000,3,2.5,1.5,3.5,2.5,3.5,4,3,2,3.5,4,2.96,No,No,Low
0454,2019,3,Female,18,18,BKK,Urban,Home,11,Wifi,5000,High School,BKK,BKK8,3,3.5,3.5,2.75,3,Parents,Together,Bachelor,Master,Mother,Public,Public,180000,2.5,3,4,3,3,2.5,3,2.5,1,3,2,2.67,No,Yes,High
0455,2019,2,Male,18,0,E,Urban,Apartment,27,Wifi,13000,High School,BKK,BKK6,3.5,4,3.5,4,3,Roommates,Together,High School,High School,Father,Private,Freelance,1420000,3,3,2.5,3.5,2.5,2,3.5,3,2.5,3,3.5,2.87,No,No,Medium
0456,2019,2,Female,19,19,BKK,Urban,Home,15,Wifi,6000,Vocational School,BKK,BKK4,2.25,2.75,3.25,2.5,3,Parents,Together,Bachelor,Bachelor,Mother,Private,Private,250000,2,2.5,3.5,2.5,2.5,1,1.5,2.5,1,1.5,1,2.16,No,No,High
0457,2019,3,Female,18,0,S,Rural,Apartment,26,Mobile,9000,High School,S,S7,2.75,3,2.75,3.25,4,Roommates,Together,High School,High School,Father,Freelance,Freelance,370000,2.5,3,3.5,3,2,2,3,3,3.5,3,4,3.12,No,No,High
0458,2019,2,Female,18,18,BKK,Urban,Home,18,Wifi,4000,Vocational School,BKK,BKK9,2.5,2.75,2.25,2.75,4,Parents,Together,Primary,Primary,Father,Freelance,Private,520000,2,2,2.5,2.5,3,2.5,1.5,2,2,1,3.5,2.5,No,No,High
0459,2019,3,Male,18,3,S,Urban,Apartment,15,Mobile,6000,High School,S,S2,2.25,1.75,2.75,2,3,Alone,Together,High School,Primary,Mother,Private,Public,240000,2,1,1,2.5,1.5,0.5,2.5,2,1.5,2.5,1,1.84,No,No,High
0460,2019,2,Female,18,0,S,Urban,Apartment,25,Mobile,4000,High School,S,S1,2,1.75,2,2,3,Alone,Apart,Bachelor,Bachelor,Mother,Freelance,Business,170000,1.5,1.5,2.5,2,2,1,1.5,1.5,1.5,2,3,2.13,No,No,Low
0461,2019,1,Female,18,18,BKK,Urban,Home,19,Wifi,12000,Vocational School,BKK,BKK5,2.75,3,2.5,3.25,3,Parents,Together,Bachelor,Vocational,Father,Private,Business,1190000,2.5,3,4,3,3,3,3,3,1.5,3,4,2.98,Yes,No,High
0462,2019,3,Male,18,0,E,Urban,Apartment,26,Mobile,2000,High School,E,E8,2.75,2.5,2.25,2.75,3,Alone,Together,High School,Primary,Mother,Private,Freelance,240000,2.5,3,3.5,3,4,3,3.5,2.5,1.5,3.5,2.5,3.16,No,No,High
0463,2019,2,Male,19,19,BKK,Urban,Apartment,64,Wifi,2000,Vocational School,BKK,BKK1,1.5,1.75,1.75,1.5,3,Roommates,Together,Bachelor,Vocational,Father,Public,Public,220000,1.5,1.5,2,2,1,0,1.5,1.5,1,1.5,2.5,1.95,No,No,Medium
0464,2019,2,Female,18,18,BKK,Urban,Home,6,Mobile,6000,Vocational School,BKK,BKK3,3.25,2,3.5,2.75,3,Parents,Together,Vocational,High School,Father,Freelance,Public,250000,3,2.5,3,3.5,2.5,2.5,3,2.5,2,2,2.5,2.71,No,Yes,No
0465,2019,1,Female,18,18,BKK,Urban,Home,83,Wifi,5000,Vocational School,BKK,BKK4,3.25,3.75,2.75,3,4,Parents,Together,Primary,Primary,Father,Freelance,Private,210000,3,3,2,3.5,3.5,2.5,3,3,2.5,3,3,2.87,Yes,No,Medium
0466,2019,3,Male,18,0,NE,Rural,Apartment,36,Wifi,13000,High School,NE,NE3,3,2.5,3.5,3,3,Alone,Together,Primary,High School,Father,Public,Freelance,1610000,3,2.5,2.5,3.5,3.5,2.5,3,3.5,2,3,1.5,2.99,No,No,Medium
