Student_ID,Year_of_Entry,Hometown REGION,Address_Type,Where_to_stay,Age,Years_Living_in_BKK,Time_spent_for_traveling,Type_of_prior_school,Math,Physics_,Chemistry_,Biology_,Gender,Family_Size,Stay_with,Family_status,Prior_School_Province,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,Household_income,Living_expenses_,University_GPAx,TCAS_channels_,InternetAccess_at_Home,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Participation_on_Activities
651,2019,NE,U,A,19,0,5,V,3,4,3.5,4,M,2,A,A,NE,3,3,3,3,3,3,3.5,3.5,2.5,3,3.5,570000,3000,3.17,3,W,B,V,M,Pri,Un,H
652,2019,BKK,U,H,18,18,25,V,3,4,4,2,M,4,P,T,BKK,2.5,2,2.5,3,3,2.5,2,2,2,2.5,3.5,700000,7000,2.75,1,W,D,M,F,Pri,Free,M
653,2019,BKK,U,H,18,18,10,V,4,2,2,2,F,3,P,T,BKK,3.5,3.5,3.5,3,3.5,3,4,3.5,3.5,3,2,1180000,9000,3.41,1,W,D,D,M,Bus,Bus,H
654,2019,BKK,U,A,19,19,15,V,3,3.5,3,2.5,M,4,A,T,BKK,3,2.5,2,3,3,3,3.5,3,2,3.5,1,430000,11000,2.7,1,W,H,P,F,Pri,Pub,N
655,2019,S,U,A,18,3,10,H,4,2,2,3.5,F,3,RM,A,S,3.5,2.5,3.5,3,3,1,4,4,2,3,3,500000,11000,2.92,3,M,P,P,M,Pri,Un,H
656,2019,E,U,A,18,0,15,H,3,3.5,2,3.5,M,4,A,T,E,3,3,3.5,3,3.5,3.5,3.5,2.5,1,3,1.5,530000,11000,3.05,3,W,H,V,M,Bus,Pri,M
657,2019,BKK,U,H,18,18,25,V,2,3.5,4,2.5,M,2,MoD,A,BKK,1.5,1,2,1.5,1.5,1,2,1.5,2,2,2,500000,10000,1.8,1,W,B,B,M,Bus,Un,N
658,2019,BKK,U,A,18,18,15,H,3,3,2.5,2,F,3,RM,T,BKK,3,3.5,4,3,2.5,2.5,3,2,3.5,3,3,900000,12000,3.06,3,W,D,D,F,Free,Bus,M
659,2019,N,R,A,18,0,10,H,3,4,2,3,F,4,A,T,N,3,3,4,2.5,3,2.5,3,3,2.5,2.5,1.5,1120000,9000,2.97,3,W,D,M,F,Free,Pub,N
660,2019,BKK,U,H,19,19,65,V,4,2,3,3.5,M,2,MoD,A,BKK,3,2,2.5,3,3,3,3,2.5,1.5,3,3.5,560000,3000,2.88,1,W,P,P,M,Bus,Un,L
661,2019,N,R,A,18,0,10,H,2.5,2,3,3.5,M,3,A,T,N,2,2.5,3.5,2,1.5,2.5,2.5,2.5,0.5,2.5,1,500000,9000,2.29,2,M,V,B,F,Pub,Bus,L
662,2019,BKK,U,H,18,18,20,V,2.5,4,4,2,F,4,P,T,BKK,2,1.5,1.5,1.5,1.5,1.5,1.5,2,1,2,2.5,1110000,13000,1.96,2,W,D,D,F,Free,Bus,H
663,2019,N,U,H,18,0,45,H,3,3,3.5,3.5,M,3,P,T,BKK,3,3,3.5,3.5,4,0.5,2.5,3,2,3,2,390000,10000,2.86,2,W,V,V,M,Pub,Pri,N
664,2019,S,U,A,18,0,15,H,2.5,4,2.5,2.5,F,3,A,T,S,2.5,3,3,3,3,2,3.5,3,2,2.5,1.5,640000,12000,2.9,2,W,D,D,M,Pri,Pub,H
665,2019,NE,U,A,18,0,5,H,2.5,3,3,2,F,2,RM,A,NE,2.5,2.5,3,2.5,2.5,1.5,3,3,0.5,2.5,3,480000,7000,2.47,3,M,H,V,F,Un,Pub,N
666,2019,NE,R,A,18,0,10,H,3,2,2.5,3,F,4,A,T,BKK,3,3,3,3,3,1,4,3,2.5,3.5,3.5,640000,12000,3.08,3,W,B,B,M,Pub,Pub,N
667,2019,N,R,A,18,0,10,H,2.5,2,2,3.5,M,3,A,T,N,2.5,3,3.5,3,2.5,2.5,2.5,2.5,3,3,3.5,490000,12000,2.91,3,M,B,M,F,Free,Free,M
668,2019,BKK,U,H,18,18,70,V,3.5,2,2.5,3.5,F,3,P,T,BKK,3,2,2.5,3,2.5,2.5,4,3,3,3.5,3,420000,3000,2.87,2,W,P,P,M,Free,Free,M
669,2019,N,R,A,18,3,5,H,4,3,2,3.5,M,3,A,A,N,3,3,4,2.5,2.5,2,4,3.5,3.5,3.5,1,490000,3000,2.98,2,M,B,V,M,Bus,Un,N
670,2019,BKK,U,A,18,18,15,V,2.5,4,3,4,M,3,A,T,BKK,2.5,2.5,2.5,3,3,2,3,2.5,2,4,3.5,270000,3000,2.74,2,M,H,H,M,Pub,Pub,N
671,2019,BKK,U,H,19,4,15,V,2.5,4,4,2,F,3,MoD,A,BKK,2.5,2,2.5,2.5,3,3,2,3,3,3,2,680000,4000,2.77,1,W,D,D,M,Pri,Un,M
672,2019,BKK,U,H,18,3,10,H,3.5,2,2.5,4,M,4,P,T,BKK,3,3,2.5,2.5,2,3,3,3.5,3.5,3.5,2.5,320000,8000,2.85,3,W,V,H,F,Bus,Pub,N
673,2019,BKK,U,H,18,3,70,V,2.5,4,3.5,2.5,M,2,MoD,A,BKK,2.5,3.5,4,2.5,3,2.5,3,3,1.5,3.5,4,470000,12000,3.02,2,M,B,M,M,Pub,Un,M
674,2019,S,U,A,19,0,10,H,4,4,2.5,4,M,3,A,T,S,3,2,2.5,3,3.5,1.5,3,3,3.5,3,3,1060000,7000,2.91,3,W,M,B,F,Bus,Bus,N
675,2019,NE,U,A,18,0,5,H,3.5,3.5,2.5,4,M,4,A,T,NE,3,3.5,3.5,3,2,2.5,3.5,3,2,3,1.5,820000,10000,2.82,3,M,B,B,F,Bus,Pri,N
676,2019,N,U,A,18,3,15,H,3,2,3,3,F,3,A,T,BKK,3,3.5,3.5,3.5,2.5,4,3.5,3,2.5,4,3.5,460000,9000,3.3,2,M,V,B,F,Pri,Pri,L
677,2019,NE,U,A,18,3,15,H,3,3,2.5,3.5,M,3,RM,T,NE,2.5,2,1.5,3,3.5,2,3,2.5,1,3,3,460000,6000,2.52,2,M,P,P,F,Bus,Free,L
678,2019,S,U,H,18,0,25,H,4,3,2,2.5,M,4,P,T,S,3.5,3.5,4,3.5,3.5,3,3,4,2.5,3.5,1,930000,7000,3.3,2,W,B,V,M,Pri,Pub,N
679,2019,BKK,U,H,18,18,20,V,2.5,2,3.5,2.5,M,3,P,T,BKK,2.5,3,3,2.5,3,2.5,2,2,1.5,3,2.5,600000,4000,2.75,2,W,M,B,F,Bus,Pri,L
680,2019,BKK,U,H,18,18,20,H,3.5,2.5,2.5,3,F,3,P,T,BKK,3,3,3,3,4,1.5,3.5,3,2.5,3.5,4,1360000,5000,3.21,2,W,B,B,F,Free,Free,N
681,2019,S,U,A,18,3,10,H,2.5,3,2.5,3,M,3,A,T,S,2.5,2,2.5,2.5,2,2,2,3.5,1.5,3.5,3,1030000,3000,2.66,2,W,B,V,M,Pub,Pri,M
682,2019,BKK,U,H,19,19,75,H,4,2,3,3,F,2,MoD,A,BKK,3.5,3.5,4,3,3,2.5,4,3.5,2,3.5,2,470000,3000,3.3,2,M,H,P,M,Bus,Un,N
683,2019,BKK,U,H,19,19,25,V,2.5,3,4,3,M,3,P,T,BKK,2,2,3.5,2,1.5,2.5,2,2.5,2,2,2.5,490000,5000,2.38,1,M,B,M,M,Bus,Bus,N
684,2019,BKK,U,H,19,19,65,H,2,2,2,2.5,M,3,P,T,BKK,2,2,2,1.5,1.5,1,2,2,2,2.5,3.5,480000,5000,2.29,2,W,B,V,F,Free,Free,H
685,2019,BKK,U,A,18,18,55,V,3.5,3.5,2,4,M,3,A,T,BKK,3,3,3.5,2.5,3,2.5,3.5,3,3,3,2.5,1510000,3000,2.9,1,W,B,B,M,Pub,Bus,L
686,2019,N,R,A,18,3,10,H,2.5,3.5,2.5,4,M,4,A,T,BKK,2.5,3,3.5,2,2,2,3,2.5,0.5,3,4,1350000,5000,2.75,3,M,M,B,F,Pri,Bus,H
687,2019,N,U,A,19,0,10,H,3.5,2.5,2.5,3,M,4,A,T,BKK,3.5,3.5,3,3.5,4,2.5,3.5,3.5,3.5,3.5,2.5,510000,10000,3.45,2,M,P,H,M,Pri,Pri,N
688,2019,BKK,U,H,18,18,20,V,2,4,3,3,M,4,P,T,BKK,1.5,2,2.5,1.5,2,0,2,2,1,2,2.5,500000,9000,2.15,1,W,V,V,F,Pub,Pub,L
689,2019,S,R,A,18,3,10,H,3.5,2.5,4,3,F,4,RM,T,S,3,3,3,3.5,4,4,3,3,3.5,4,2.5,510000,3000,3.41,2,W,V,V,F,Free,Pri,M
690,2019,N,R,A,18,0,15,H,2,3.5,3,4,M,4,RM,T,N,1.5,2,1.5,1,1.5,1.5,2,1,0,1.5,4,440000,11000,1.92,3,M,P,P,F,Pub,Pub,M
691,2019,BKK,U,A,18,18,10,V,4,3.5,4,3.5,M,4,RM,T,BKK,3.5,3,4,3.5,2.5,4,3,3.5,4,4,2,1490000,9000,3.33,1,W,B,M,F,Bus,Bus,M
692,2019,S,U,A,18,0,15,V,4,4,4,3.5,M,4,A,T,S,3.5,3,3.5,3.5,4,4,3.5,3.5,3,4,0.5,510000,9000,3.32,3,M,H,H,F,Free,Free,L
693,2019,BKK,U,H,18,18,30,V,3,2.5,4,2.5,M,3,P,T,BKK,3,3,3,3,2.5,3.5,3.5,3.5,2,4,2.5,500000,3000,3.15,1,W,B,M,F,Bus,Pri,L
694,2019,N,U,A,18,0,10,H,4,2,2,3,F,3,A,T,N,3,2.5,3,3,3,3.5,3.5,3,3,2,2,1310000,10000,2.95,3,W,B,B,F,Pub,Pub,N
695,2019,NE,U,A,18,0,5,H,2.5,4,2,2,M,3,A,T,NE,2.5,3,4,2.5,3,2,2.5,2.5,1.5,3.5,2.5,590000,11000,2.7,2,W,P,P,F,Bus,Pub,H
696,2019,BKK,U,H,18,18,15,V,4,2.5,2,4,F,2,MoD,A,BKK,3.5,3.5,3.5,3.5,3,3.5,3.5,3,3,4,3.5,510000,9000,3.45,1,W,H,V,F,Un,Pub,H
697,2019,BKK,U,A,18,3,15,H,3,2,3,4,M,3,A,T,BKK,3,3,3,3.5,2.5,3,3,3,3,3,2,1360000,7000,2.97,3,W,D,M,F,Pub,Pri,L
698,2019,NE,U,A,18,0,55,H,4,2.5,2,3,M,3,A,T,NE,3.5,4,4,4,4,0.5,3.5,3.5,2.5,3.5,4,310000,8000,3.35,2,M,B,B,M,Pri,Pri,N
699,2019,N,U,A,18,0,10,V,4,2,2.5,2,M,3,A,T,N,3.5,3.5,4,3.5,3,3,3.5,3.5,1.5,4,2.5,1130000,5000,3.34,3,M,M,M,M,Free,Free,H
700,2019,S,R,A,18,0,10,H,2,3.5,3.5,2.5,M,3,A,T,S,2,1.5,2,2,2,1,2.5,2.5,2.5,2,1.5,470000,3000,2.14,2,W,P,P,F,Free,Pri,M
701,2019,NE,U,A,18,3,15,H,3.5,2.5,4,3.5,F,4,A,T,NE,3,3,3.5,3.5,3,3,3.5,4,4,2,4,500000,8000,3.43,3,W,B,M,M,Free,Free,N
702,2019,BKK,U,H,18,18,60,H,3.5,4,3.5,3,M,4,P,T,BKK,3,3,3.5,3,2.5,3,3.5,3,2,3.5,3.5,510000,4000,3.17,2,W,P,P,F,Pri,Pub,H
703,2019,BKK,U,H,18,18,20,V,4,4,2,3.5,M,4,P,T,BKK,3.5,2.5,3.5,3,3,2.5,3.5,4,3,3.5,1.5,1590000,8000,3.08,1,W,B,B,F,Pub,Pub,M
704,2019,S,R,A,18,0,35,H,2.5,3,3.5,2.5,F,4,A,T,BKK,2.5,1.5,3.5,2.5,2.5,2,3,2,3,3,3.5,480000,10000,2.65,2,W,V,V,F,Bus,Pub,N
705,2019,S,U,A,18,0,30,H,4,2,2,2,M,3,A,T,S,3,2.5,2.5,3.5,3,1.5,3,2.5,2.5,3,2,440000,11000,2.73,2,W,B,B,M,Pub,Pri,H
706,2019,BKK,U,H,18,18,45,H,2,2.5,4,2,F,3,P,T,BKK,2,2,2,2,2.5,1.5,2,2.5,2.5,2.5,3.5,430000,11000,2.49,3,W,V,V,F,Pub,Pri,L
707,2019,BKK,U,H,18,18,30,V,3,3.5,3.5,3.5,F,4,P,T,BKK,3,3,3.5,3.5,4,3,3.5,2.5,3.5,3,3,420000,10000,3.26,1,W,H,P,M,Free,Bus,L
708,2019,S,U,A,18,0,10,H,3.5,2,4,2,F,3,A,T,S,3,2,3,3.5,3.5,3.5,2.5,2.5,3.5,3.5,1.5,530000,6000,3,2,W,B,M,F,Pub,Free,N
709,2019,NE,R,A,18,3,10,H,4,3.5,2.5,2.5,F,3,A,T,NE,3.5,3.5,4,3,3,2.5,3.5,4,2.5,3.5,2.5,1240000,6000,3.32,2,W,B,M,F,Bus,Pub,H
710,2019,BKK,U,A,18,18,5,H,2,3.5,4,2,F,3,A,A,BKK,1.5,1.5,2,1,1,2.5,1.5,1,0,1.5,2.5,1170000,8000,1.8,3,M,M,B,M,Pub,Un,H
711,2019,S,R,H,18,0,15,H,3,2.5,3.5,2,F,3,P,T,S,2.5,3,3.5,2.5,3,3.5,2.5,2.5,1.5,3.5,2.5,540000,4000,2.72,2,W,P,P,F,Bus,Pri,H
712,2019,BKK,U,A,18,18,10,V,4,2,3.5,3.5,M,4,A,T,BKK,3.5,3,3,3.5,4,2.5,3.5,3,4,4,1.5,630000,7000,3.28,2,W,D,D,F,Pri,Pub,H
713,2019,S,R,A,18,0,5,H,2.5,3.5,4,4,M,3,A,T,S,2.5,2,3,3,2.5,1,2.5,3,2.5,2.5,1.5,480000,11000,2.41,2,M,V,B,F,Pri,Pri,M
714,2019,N,R,A,18,0,15,H,3,3.5,4,2.5,M,4,A,T,BKK,3,2.5,2.5,3,3.5,4,3,3.5,4,3.5,3,1020000,4000,3.36,2,M,B,V,F,Pub,Free,L
715,2019,BKK,U,A,18,18,10,V,3,3,4,3,M,4,A,T,BKK,3,3.5,4,3.5,3.5,3.5,4,3,2.5,4,3.5,1110000,8000,3.48,1,W,M,M,F,Free,Bus,H
716,2019,S,R,A,18,0,50,H,3,3,3.5,2,F,4,A,T,S,2.5,2.5,3.5,3,2.5,1.5,2.5,2,2,2.5,3,820000,7000,2.64,3,M,D,D,F,Pub,Bus,M
717,2019,BKK,U,H,19,19,55,V,2.5,4,2.5,3.5,F,3,P,T,BKK,2.5,2.5,3.5,2.5,2,1,2.5,2.5,2,3,3.5,480000,6000,2.66,1,W,B,V,M,Bus,Free,N
718,2019,BKK,U,H,18,18,55,V,4,2.5,2,3,M,3,P,T,BKK,3.5,3.5,4,4,3.5,3.5,3,3,4,3,4,530000,9000,3.6,1,W,V,H,F,Bus,Free,M
719,2019,N,U,A,18,0,5,H,4,2.5,3.5,2.5,F,4,A,T,N,3.5,3.5,4,4,4,2.5,3,3.5,3,4,2.5,670000,13000,3.39,2,W,M,D,M,Pri,Pri,N
720,2019,S,U,A,19,0,15,H,3,2.5,3,2,M,4,RM,T,S,2.5,1,1,2.5,2.5,3,2.5,2.5,2.5,3.5,3.5,470000,5000,2.74,3,W,H,P,M,Pri,Free,H
721,2019,N,U,A,18,0,5,H,2.5,2,4,2.5,F,3,A,T,N,2,2,2,2.5,2.5,2,2.5,2.5,2.5,1.5,1.5,510000,12000,2.5,2,W,B,B,M,Bus,Pri,N
722,2019,BKK,U,H,18,3,45,V,4,2,2,4,M,3,P,T,BKK,3.5,3.5,3,3.5,2.5,2,4,3.5,3,3,1.5,1120000,3000,3.16,2,M,B,M,F,Pub,Pub,L
723,2019,NE,U,A,18,3,15,H,3,3.5,2,2,F,3,A,T,NE,3,3.5,3.5,3.5,3,2.5,3,3.5,3.5,4,3,1120000,12000,3.34,3,W,M,M,F,Pub,Pub,H
724,2019,BKK,U,A,18,3,5,V,2,3.5,3.5,4,M,3,A,A,BKK,1.5,1,1.5,1.5,1,1,1.5,1.5,0.5,3,3,450000,11000,1.75,1,W,P,H,M,Bus,Un,H
725,2019,NE,U,A,18,0,10,H,2.5,3.5,3.5,3.5,F,4,RM,T,NE,2.5,3,4,2.5,2,2,3,2.5,2,2,2.5,470000,5000,2.63,2,W,V,H,M,Pri,Pri,H
726,2019,NE,R,A,19,0,10,V,2.5,4,2,2,M,3,A,T,BKK,2.5,1.5,2,2.5,2.5,3.5,2,2.5,2,2.5,4,1140000,12000,2.71,1,M,M,B,M,Pri,Pub,H
727,2019,BKK,U,H,19,19,20,H,3.5,3,3.5,2,F,4,P,T,BKK,3.5,3,3.5,4,3,2.5,4,3.5,3.5,4,2,520000,4000,3.3,2,W,P,P,F,Pri,Free,M
728,2019,NE,R,A,19,0,5,H,3.5,2.5,4,4,F,4,RM,T,NE,3,3.5,4,3,3.5,4,3.5,2.5,2.5,3,2,460000,9000,3.3,2,W,H,V,F,Bus,Free,L
729,2019,S,R,A,18,3,55,H,3.5,2,3,3.5,F,4,RM,T,BKK,3,2,3,3.5,3,2.5,3,3,2,3.5,2.5,1130000,11000,3.05,2,M,D,D,F,Pub,Pub,N
730,2019,BKK,U,H,18,3,30,V,2.5,2.5,3,2.5,M,2,MoD,A,BKK,2.5,1.5,2,2.5,3.5,2.5,3,2.5,1,3,2.5,490000,12000,2.54,1,W,V,V,M,Free,Un,H
731,2019,S,U,A,18,0,10,H,2.5,2.5,4,3.5,M,4,A,T,S,2.5,2.5,3,2,1.5,2,3,3,1.5,2.5,0.5,1440000,6000,2.44,2,W,D,M,F,Pub,Pri,H
732,2019,N,U,A,18,0,5,H,4,2,4,4,M,2,A,A,N,3.5,3,2.5,4,3,2,3,3.5,3,4,2.5,510000,7000,3.15,2,M,P,H,M,Bus,Un,L
733,2019,BKK,U,A,18,18,10,V,2,4,3,3,F,2,A,A,BKK,1.5,0.5,1.5,2,1,1,1.5,1,0,1,0.5,870000,8000,1.33,1,M,M,D,F,Un,Free,M
734,2019,N,R,A,18,0,10,H,2.5,3.5,4,3,M,3,A,T,N,2.5,3.5,4,2.5,1.5,2.5,2,2.5,2,3.5,1,800000,7000,2.79,3,W,D,D,F,Free,Free,M
735,2019,NE,U,A,18,0,10,H,4,3,3.5,2,M,3,RM,T,NE,3.5,2.5,2.5,3.5,3.5,3,4,3.5,3,3,4,1160000,3000,3.38,2,W,M,M,F,Pub,Bus,H
736,2019,S,U,A,18,0,5,H,2.5,2.5,3.5,3.5,M,3,RM,T,S,2.5,2.5,1.5,2.5,2.5,2,3,3,2,3,3,510000,11000,2.73,3,W,B,B,F,Pub,Pub,L
737,2019,BKK,U,H,18,18,25,V,3,2.5,3,3.5,F,3,P,T,BKK,3,2.5,3,3,3,3.5,3,2.5,0.5,3.5,1,630000,10000,2.69,2,M,D,M,F,Pri,Bus,N
738,2019,BKK,U,A,18,18,15,H,4,2.5,3.5,3,F,3,A,T,BKK,3,3.5,4,3,2,2.5,3,3,2,4,1.5,900000,5000,2.87,2,M,M,B,F,Bus,Pri,L
739,2019,BKK,U,A,18,18,5,V,3,2,2.5,3,F,4,RM,T,BKK,3,2.5,2.5,3,2.5,3,4,3.5,3,3,2.5,480000,10000,3.06,1,W,V,H,F,Free,Bus,L
740,2019,NE,U,A,18,0,5,H,2.5,2.5,2.5,4,F,4,A,T,NE,2.5,2,2.5,2.5,2.5,2.5,3,2,2.5,2.5,2,1600000,4000,2.66,3,W,B,V,M,Free,Pub,L
741,2019,NE,U,A,18,0,15,H,2,3,3.5,4,F,4,A,T,NE,2,2,2,2.5,2,0.5,2,2,2.5,2.5,3,440000,9000,2.17,3,W,V,B,M,Pri,Pri,M
742,2019,BKK,U,H,18,3,70,H,3.5,2.5,4,3,M,3,P,T,BKK,3,2,2.5,3.5,4,2,3.5,3.5,2.5,3,2,590000,4000,3.05,3,W,H,P,M,Bus,Pub,H
743,2019,BKK,U,H,18,18,30,V,2.5,2.5,2,3.5,M,3,P,T,BKK,2.5,2.5,4,2.5,2.5,1.5,2,2,1.5,2,2,550000,13000,2.43,2,W,V,H,M,Bus,Pub,N
744,2019,BKK,U,H,18,18,70,V,2,2,3.5,4,F,3,P,T,BKK,2,2.5,4,2.5,2,1,3,2.5,1.5,3,1.5,1150000,5000,2.45,1,W,B,M,M,Free,Pub,M
745,2019,NE,U,A,18,0,15,H,2.5,3,3,2,F,3,RM,T,BKK,2.5,2.5,4,2.5,2.5,2.5,2.5,2.5,2.5,2,2,1010000,8000,2.67,3,W,M,M,F,Pub,Pub,M
746,2019,BKK,U,A,18,18,10,V,3.5,3,2,2,F,3,A,T,BKK,3,3,3,3,3.5,2,3,3.5,3,2.5,2.5,1090000,8000,2.87,1,W,B,M,F,Free,Pri,M
747,2019,BKK,U,H,18,18,70,V,2,4,3.5,2.5,M,3,MoD,A,BKK,1.5,1,1.5,1.5,1,1.5,2,2,1,1.5,2,600000,6000,1.99,1,W,D,M,M,Free,Un,H
748,2019,NE,U,A,18,0,20,H,4,3.5,4,2.5,F,3,A,T,NE,3.5,2.5,4,3.5,3,4,4,4,2.5,3.5,3,450000,10000,3.39,3,W,H,H,F,Bus,Bus,L
749,2019,BKK,U,H,18,18,5,V,2,3.5,2.5,2,F,3,P,T,BKK,2,2,2,2,3,2,2,3,1,3,1.5,420000,4000,2.23,1,W,H,H,F,Pub,Free,M
750,2019,BKK,U,H,18,18,45,H,2,3.5,2.5,4,F,3,P,T,BKK,2,2,3,2,0.5,0,1,2,1,2.5,2.5,340000,9000,1.98,2,W,B,V,F,Bus,Pri,L
751,2019,BKK,U,H,18,18,35,H,2,3.5,3,2.5,M,3,P,T,BKK,1.5,1,1.5,1.5,1.5,0.5,1.5,1.5,0,1,3.5,510000,4000,1.82,2,W,V,H,F,Bus,Free,M
752,2019,BKK,U,H,18,18,65,V,3.5,3,2,3.5,F,3,P,T,BKK,3,3,4,3,3.5,2,3.5,2.5,3.5,3.5,4,610000,5000,3.22,1,W,D,M,F,Pri,Free,L
753,2019,BKK,U,H,18,18,15,H,2,3,3.5,3,M,4,P,T,BKK,2,1.5,2.5,2,2,0.5,2,2.5,1,1,2.5,470000,5000,2.15,2,W,H,V,F,Pri,Free,M
754,2019,NE,U,A,18,3,15,H,3,3.5,4,2,M,2,A,A,NE,2.5,2.5,3,2.5,2.5,2.5,3,2.5,1,2,4,500000,9000,2.79,3,M,H,V,M,Bus,Un,N
755,2019,S,R,A,18,3,5,V,3,4,2,3.5,F,4,A,T,S,2.5,1.5,2.5,2.5,2,0,2.5,3,2,3,4,460000,3000,2.35,3,W,H,P,F,Pri,Free,M
756,2019,S,U,A,19,0,15,H,3.5,3,2.5,2,F,4,A,T,S,3,2.5,3.5,3,3.5,4,3,3.5,1.5,3.5,4,740000,7000,3.2,2,M,M,M,F,Pri,Pub,H
757,2019,BKK,U,A,18,18,5,H,2,2,4,2,F,4,A,T,BKK,2,2,2.5,2,1.5,1,3,1.5,2,2.5,2.5,590000,9000,2.17,2,W,B,V,F,Pub,Pri,L
758,2019,BKK,U,H,18,18,55,V,2,2.5,4,2.5,M,3,P,T,BKK,2,2,2,1.5,1.5,1.5,2,1.5,2.5,1.5,3.5,520000,9000,2.35,1,W,V,B,M,Pri,Bus,M
759,2019,N,U,A,18,0,5,H,2.5,3.5,4,3,F,2,A,A,N,2.5,2,2.5,2,1,2.5,2,2.5,2.5,2.5,2.5,430000,11000,2.34,2,M,V,H,F,Un,Pub,N
760,2019,N,R,A,18,3,5,H,3,2,2,2.5,M,2,A,A,BKK,3,3.5,3.5,3.5,3,2.5,3.5,3.5,2,3.5,0,890000,11000,3.05,2,M,D,D,M,Pri,Un,M
761,2019,N,R,H,19,4,45,H,2,3.5,2,2,M,2,MoD,A,N,1.5,1.5,2.5,2,1.5,1.5,1.5,2.5,1.5,1.5,2.5,580000,4000,2.05,2,W,V,H,M,Bus,Un,H
762,2019,BKK,U,A,18,18,10,V,4,4,4,3,M,2,A,A,BKK,3.5,4,4,4,3.5,3.5,3.5,3.5,1.5,3.5,1.5,1340000,11000,3.36,1,M,D,D,M,Bus,Un,N
763,2019,BKK,U,H,18,18,10,V,2.5,2.5,3,3.5,F,3,P,T,BKK,2.5,2,1.5,3,3.5,2,2.5,2,1.5,2,2.5,980000,7000,2.53,1,W,D,M,F,Pri,Pub,N
764,2019,BKK,U,H,18,18,20,V,2.5,4,3.5,3.5,F,3,P,T,BKK,2.5,2.5,2.5,3,2.5,2.5,3,2,1,2,3.5,1130000,12000,2.6,2,W,B,V,F,Pub,Pub,N
765,2019,NE,R,A,18,0,15,H,2.5,2,3.5,2,M,3,A,T,NE,2.5,3,3.5,2,2.5,2.5,2.5,2.5,2.5,2.5,2,810000,6000,2.67,3,W,B,B,F,Pri,Pri,N
766,2019,BKK,U,H,18,18,5,V,3,2,4,2.5,M,4,P,T,BKK,3,3,3.5,3,3,3,3,3,2.5,3,1,1540000,10000,3.05,1,W,D,D,F,Bus,Free,L
767,2019,BKK,U,H,19,19,70,V,3,2.5,4,4,M,3,P,T,BKK,2.5,3.5,4,2,1.5,2,2,2.5,1.5,3.5,2.5,820000,7000,2.5,1,W,B,M,F,Free,Free,M
768,2019,BKK,U,H,18,3,70,H,4,2,4,2.5,M,4,P,T,BKK,3,2,2.5,3.5,4,3,3.5,3.5,3,4,2,1060000,8000,3.27,2,W,M,B,F,Pri,Pub,H
769,2019,BKK,U,H,18,18,25,H,4,4,2,3,F,3,P,T,BKK,3.5,4,4,3,3,2,3.5,3.5,2,3.5,1,1050000,4000,2.94,2,W,D,M,M,Free,Bus,N
770,2019,BKK,U,H,18,18,70,V,3.5,3,4,4,M,4,P,T,BKK,3,2.5,2.5,3,3,2,3.5,3,3,3,3.5,520000,10000,2.85,1,W,B,M,F,Pri,Pub,L
771,2019,NE,R,A,18,0,10,H,3,3.5,2.5,2.5,M,3,A,T,NE,3,3,3,3.5,4,2.5,3,3.5,1.5,4,2.5,520000,8000,3.15,3,W,P,P,F,Bus,Bus,H
772,2019,BKK,U,H,18,3,70,V,2.5,3.5,3,3.5,M,3,P,T,BKK,2.5,2.5,3.5,2.5,2.5,2.5,3,2.5,3,2.5,3.5,640000,13000,2.78,1,W,D,D,F,Bus,Bus,H
773,2019,S,U,A,18,3,10,H,2.5,3.5,3,2.5,M,4,A,T,S,2.5,3,4,2.5,2.5,2.5,2,2.5,1.5,3.5,1,1240000,3000,2.66,2,W,D,D,F,Bus,Bus,H
774,2019,BKK,U,A,19,19,10,V,3,3,3.5,3.5,F,4,RM,T,BKK,2.5,2.5,3,2,2.5,3.5,3,2,2,2,3,800000,12000,2.65,1,M,M,D,F,Free,Pri,N
775,2019,BKK,U,A,18,18,10,H,2,4,3.5,3.5,M,3,A,T,BKK,1.5,1,1.5,1.5,1,2,1.5,1,1,2.5,1,1000000,7000,1.62,2,M,B,M,F,Free,Pub,N
776,2019,BKK,U,H,18,18,70,H,4,3,3,4,M,4,P,T,BKK,3.5,3.5,3.5,3.5,3,2.5,3.5,4,3,4,3,510000,10000,3.45,2,W,B,V,F,Bus,Free,N
777,2019,BKK,U,H,18,18,70,V,2,3.5,4,3,F,3,MoD,A,BKK,1.5,1.5,1.5,2,2.5,1,1.5,0.5,1,1.5,2,1340000,6000,1.89,1,W,B,M,M,Pub,Un,L
778,2019,BKK,U,A,19,19,10,H,3.5,2.5,2.5,2,F,4,A,T,BKK,3,3,3.5,3.5,3.5,2,3.5,3,2,4,4,520000,3000,3.26,3,M,H,V,F,Pri,Bus,N
779,2019,S,U,A,19,4,5,H,3.5,3.5,3.5,2.5,F,4,A,T,S,3,2.5,3,3,2.5,2.5,3.5,3.5,1.5,3.5,2.5,1360000,6000,2.8,2,W,D,D,M,Bus,Pub,M
